ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/09/2025;COBERTURA;IMPORTE AFILIADO
39480;claritromicina;CLARIMAX 250;250 mg susp.x 60 ml;Montpellier;$ 22358.19;60%;$ 8943.28
38662;claritromicina;CLARIMAX UD;500 mg comp.rec.AP.x 4;Montpellier;$ 7575.08;60%;$ 3030.03
38663;claritromicina;CLARIMAX UD;500 mg comp.rec.AP.x 8;Montpellier;$ 14875.76;60%;$ 5950.3
38661;claritromicina;CLARIMAX 500;500 mg comp.rec.x 16;Montpellier;$ 26355.05;60%;$ 10542.02
38660;claritromicina;CLARIMAX 500;500 mg comp.rec.x 8;Montpellier;$ 15294.84;60%;$ 6117.94
10116;clenbuterol;OXIBRON;comp.x 20;Montpellier;$ 2783.66;60%;$ 1113.46
59420;clindamicina;MICROBION;300 mg cáps.x 16;Montpellier;$ 14376.31;60%;$ 5750.52
50045;clopidogrel;MONREX;75 mg comp.rec.x 30;Montpellier;$ 49871.17;50%;$ 24935.59
61422;dapagliflozina;DAGLIBEN;10 mg comp.rec.x 30;Montpellier;$ 59214.6;100%;$ 0
37705;desloratadina;NOVO ALERPRIV;5 mg comp.rec.x 10;Montpellier;$ 8391.81;40%;$ 5035.09
37706;desloratadina;NOVO ALERPRIV;5 mg comp.rec.x 20;Montpellier;$ 15614.35;40%;$ 9368.61
38311;desloratadina;NOVO ALERPRIV;jbe.x 60 ml;Montpellier;$ 575.48;40%;$ 345.29
25921;diclofenac potásico;METAFLEX;susp.x 90 ml;Montpellier;$ 19994.28;40%;$ 11996.57
40476;diclofenac potásico+paracetamol;METAFLEX GESIC FORTE;comp.rec.x 10;Montpellier;$ 8867.56;40%;$ 5320.54
36693;diclofenac potásico+paracetamol;METAFLEX GESIC;comp.rec.x 10;Montpellier;$ 7245.38;40%;$ 4347.23
40477;diclofenac potásico+paracetamol;METAFLEX GESIC FORTE;comp.rec.x 20;Montpellier;$ 17037.93;40%;$ 10222.76
36694;diclofenac potásico+paracetamol;METAFLEX GESIC;comp.rec.x 20;Montpellier;$ 13209.33;40%;$ 7925.6
32770;diclofenac sódico;METAFLEX 50;50 mg comp.rec.x 10;Montpellier;$ 4016.02;40%;$ 2409.61
37703;diclofenac sódico;METAFLEX 75;75 mg comp.rec.x 10;Montpellier;$ 10008.02;40%;$ 6004.81
25918;diclofenac sódico;METAFLEX 75;75 mg comp.rec.x 20;Montpellier;$ 19902.89;40%;$ 11941.73
25920;diclofenac sódico;METAFLEX 75;75 mg comp.rec.x 40;Montpellier;$ 25832.5;40%;$ 15499.5
50302;diclofenac sódico;METAFLEX 75 CB;cáps.blandas x 15;Montpellier;$ 22671.35;40%;$ 13602.81
45002;diclofenac sódico;METAFLEX 50 CB;cáps.blandas x 15;Montpellier;$ 4035.67;40%;$ 2421.4
50303;diclofenac sódico;METAFLEX 75 CB;cáps.blandas x 30;Montpellier;$ 43147.24;40%;$ 25888.34
45003;diclofenac sódico;METAFLEX 50 CB;cáps.blandas x 30;Montpellier;$ 7960.71;40%;$ 4776.43
25915;diclofenac+pridinol;METAFLEX PLUS;comp.rec.x 20;Montpellier;$ 17441.99;40%;$ 10465.19
25916;diclofenac+pridinol;METAFLEX PLUS;comp.rec.x 40;Montpellier;$ 29084.35;40%;$ 17450.61
45004;diclofenac+pridinol;METAFLEX PLUS CB;cáps.blandas x 15;Montpellier;$ 17498.52;40%;$ 10499.11
45005;diclofenac+pridinol;METAFLEX PLUS CB;cáps.blandas x 30;Montpellier;$ 32455.2;40%;$ 19473.12
43321;diclofenac+vit.b12+betametasona;METAFLEX B12;comp.rec.x 15;Montpellier;$ 18416.48;40%;$ 11049.89
43322;diclofenac+vit.b12+betametasona;METAFLEX B12;iny.f.a.x 3/3 x 3 ml;Montpellier;$ 31803.12;40%;$ 19081.87
39843;dimenhidrinato;AGIRAX;comp.x 10;Montpellier;$ 6195.4;50%;$ 3097.7
39844;dimenhidrinato;AGIRAX;comp.x 20;Montpellier;$ 11603.34;50%;$ 5801.67
33746;dipirona;DIOXADOL;comp.x 10;Montpellier;$ 4650.05;50%;$ 2325.03
40475;dipirona;DIOXADOL;jbe.x 120 ml;Montpellier;$ 7101.65;50%;$ 3550.83
18469;dipirona;DIOXADOL;jbe.x 200 ml;Montpellier;$ 11986.83;50%;$ 5993.42
58241;duloxetina;OPTIBRAL;30 mg cáps.x 30;Montpellier;$ 41823.44;50%;$ 20911.72
58242;duloxetina;OPTIBRAL;60 mg cáps.x 30;Montpellier;$ 42150.05;50%;$ 21075.03
31693;ergotamina+cafeína+asoc.;MIGRAL;500 mg comp.x 100;Montpellier;$ 42554.35;50%;$ 21277.18
3712;ergotamina+cafeína+asoc.;MIGRAL;500 mg comp.x 20;Montpellier;$ 8996.54;50%;$ 4498.27
3722;ergotamina+cafeína+asoc.;MIGRAL;500 mg comp.x 50;Montpellier;$ 21795.66;50%;$ 10897.83
5806;ergotamina+cafeína+asoc.;MIGRAL COMPOSITUM;comp.x 100;Montpellier;$ 42713.44;50%;$ 21356.72
5804;ergotamina+cafeína+asoc.;MIGRAL COMPOSITUM;comp.x 20;Montpellier;$ 9305.79;50%;$ 4652.9
5805;ergotamina+cafeína+asoc.;MIGRAL COMPOSITUM;comp.x 50;Montpellier;$ 22110.92;50%;$ 11055.46
5803;ergotamina+cafeína+asoc.;MIGRAL;sup.x 10;Montpellier;$ 5428.49;50%;$ 2714.25
53734;escitalopram;REMPEC;10 mg comp.x 30;Montpellier;$ 26916.5;50%;$ 13458.25
53735;escitalopram;REMPEC;20 mg comp.x 30;Montpellier;$ 49345.81;50%;$ 24672.91
56767;eszopiclona;DORCAN;2 mg comp.rec.x 30;Montpellier;$ 14019.6;50%;$ 7009.8
56768;eszopiclona;DORCAN;3 mg comp.rec.x 30;Montpellier;$ 12677.65;50%;$ 6338.83
57379;etoricoxib;TALGIAX;120 mg comp.rec.x 10;Montpellier;$ 15453.39;50%;$ 7726.7
57376;etoricoxib;TALGIAX;60 mg comp.rec.x 30;Montpellier;$ 25815.38;50%;$ 12907.69
57377;etoricoxib;TALGIAX;90 mg comp.rec.x 15;Montpellier;$ 21965.28;50%;$ 10982.64
57378;etoricoxib;TALGIAX;90 mg comp.rec.x 30;Montpellier;$ 34831.35;50%;$ 17415.68
45230;fenofibrato micronizado;DAUNLIP;cáps.x 30;Montpellier;$ 32175.92;60%;$ 12870.37
45231;fenofibrato micronizado;DAUNLIP;cáps.x 60;Montpellier;$ 59608.08;60%;$ 23843.23
52147;fenofíbrico,ác.;SERUBEL 135;135 mg cáps.lib.prol.x30;Montpellier;$ 31070.42;60%;$ 12428.17
52146;fenofíbrico,ác.;SERUBEL 45;45 mg cáps.lib.prol.x 30;Montpellier;$ 26390.16;60%;$ 10556.06
35973;fluticasona;PROAIR NASAL;susp.ac.nasal x 120 ds.;Montpellier;$ 11358.67;80%;$ 2271.73
37967;fluticasona;PROAIR NASAL;susp.ac.nasal x 60 ds.;Montpellier;$ 6661.13;80%;$ 1332.23
43664;fluticasona+salmeterol;PROAIR BRONQUIAL;125/25mcg aer.x 120dosis;Montpellier;$ 52643.04;60%;$ 21057.22
43666;fluticasona+salmeterol;PROAIR BRONQUIAL;250/25mcg aer.x 120dosis;Montpellier;$ 55803.66;60%;$ 22321.46
45232;fluticasona+salmeterol;PROAIR BRONQUIAL 250/50;cáps.p/inh.x 60+aplic.;Montpellier;$ 46041.75;60%;$ 18416.7
45233;fluticasona+salmeterol;PROAIR BRONQUIAL 500/50;cáps.p/inh.x 60+aplic.;Montpellier;$ 46622.7;60%;$ 18649.08
12109;glibenclamida;GLIDANIL;comp.x 30;Montpellier;$ 5940.7;100%;$ 0
12110;glibenclamida;GLIDANIL;comp.x 60;Montpellier;$ 11745.17;100%;$ 0
32768;glimepiride;GLEMAZ 2;2 mg comp.ran.x 30;Montpellier;$ 9612.42;100%;$ 0
25923;glimepiride;GLEMAZ;4 mg comp.trirran.x 15;Montpellier;$ 7683.34;100%;$ 0
25924;glimepiride;GLEMAZ;4 mg comp.trirran.x 30;Montpellier;$ 17500.83;100%;$ 0
47027;glimepiride;GLEMAZ;4 mg comp.trirran.x 60;Montpellier;$ 32933.21;100%;$ 0
47930;glimepiride+metformina;GLEMAZ MET 2/1000;2/1000 mg comp.rec.x 30;Montpellier;$ 11418.55;50%;$ 5709.28
47931;glimepiride+metformina;GLEMAZ MET 2/1000;2/1000 mg comp.rec.x 60;Montpellier;$ 21376.9;50%;$ 10688.45
47932;glimepiride+metformina;GLEMAZ MET 4/1000;4/1000 mg comp.rec.x 30;Montpellier;$ 20020.02;50%;$ 10010.01
47933;glimepiride+metformina;GLEMAZ MET 4/1000;4/1000 mg comp.rec.x 60;Montpellier;$ 36951.15;50%;$ 18475.58
13930;ibuprofeno+ergotamina+cafeína;MIGRAL II;comp.rec.x 20;Montpellier;$ 11584.16;40%;$ 6950.5
13931;ibuprofeno+ergotamina+cafeína;MIGRAL II;comp.rec.x 50;Montpellier;$ 27029.97;40%;$ 16217.98
5775;indometacina;IM 75 MONTPELLIER;cr.x 100 g;Montpellier;$ 18826.28;50%;$ 9413.14
5771;indometacina;IM 75 MONTPELLIER;cáps.x 24;Montpellier;$ 21486.23;50%;$ 10743.12
5772;indometacina;IM 75 MONTPELLIER;cáps.x 50;Montpellier;$ 39287.02;50%;$ 19643.51
22059;indometacina;IM 75 MONTPELLIER;gel x 50 g;Montpellier;$ 16366.31;50%;$ 8183.16
44939;indometacina;IM 75 MONTPELLIER;iny.f.a.x 3 x 2 ml;Montpellier;$ 18966.82;50%;$ 9483.41
5774;indometacina;IM 75 MONTPELLIER;sup.x 10;Montpellier;$ 21156.68;50%;$ 10578.34
50984;insulina glargina;INSULINA OPTISULIN SOLOSTAR;lap.prell.desc.x5x3ml;Montpellier;$ 191883.8;100%;$ 0
41668;levofloxacina;BACTIFREN 500;500 mg comp.rec.x 7;Montpellier;$ 12470.1;60%;$ 4988.04
41964;levofloxacina;BACTIFREN 750;750 mg comp.rec.x 5;Montpellier;$ 14259.41;60%;$ 5703.76
11919;levotiroxina;T4 MONTPELLIER 100;100 mcg comp.x 50;Montpellier;$ 10114.47;80%;$ 2022.89
39846;levotiroxina;T4 MONTPELLIER 112;112 mcg comp.x 50;Montpellier;$ 13698.88;80%;$ 2739.78
33627;levotiroxina;T4 MONTPELLIER 125;125 mcg comp.x 50;Montpellier;$ 14328;80%;$ 2865.6
39847;levotiroxina;T4 MONTPELLIER 137;137 mcg comp.x 50;Montpellier;$ 15663.96;80%;$ 3132.79
15331;levotiroxina;T4 MONTPELLIER 150;150 mcg comp.x 50;Montpellier;$ 15964.01;80%;$ 3192.8
39848;levotiroxina;T4 MONTPELLIER 175;175 mcg comp.x 50;Montpellier;$ 17231.86;80%;$ 3446.37
33628;levotiroxina;T4 MONTPELLIER 200;200 mcg comp.x 50;Montpellier;$ 17599.56;80%;$ 3519.91
38312;levotiroxina;T4 MONTPELLIER;200 mcg iny.a.x 1 ml;Montpellier;$ 37164.25;80%;$ 7432.85
54297;levotiroxina;T4 MONTPELLIER 25;25 mcg comp.x 50;Montpellier;$ 6654.56;80%;$ 1330.91
33625;levotiroxina;T4 MONTPELLIER 50;50 mcg comp.x 50;Montpellier;$ 7017.68;80%;$ 1403.54
33626;levotiroxina;T4 MONTPELLIER 75;75 mcg comp.x 50;Montpellier;$ 8773.2;80%;$ 1754.64
39845;levotiroxina;T4 MONTPELLIER 88;88 mcg comp.x 50;Montpellier;$ 9114.6;80%;$ 1822.92
54595;liotironina;T3 MONTPELLIER 20;comp.x 30;Montpellier;$ 15456.19;50%;$ 7728.1
10170;loratadina;ALERPRIV;comp.x 10;Montpellier;$ 8025.52;40%;$ 4815.31
10171;loratadina;ALERPRIV;comp.x 30;Montpellier;$ 19397.54;40%;$ 11638.52
19626;loratadina;ALERPRIV;jbe.x 120 ml;Montpellier;$ 6579.76;40%;$ 3947.86
10172;loratadina;ALERPRIV;jbe.x 60 ml;Montpellier;$ 6260.99;40%;$ 3756.59
19993;loratadina+betametasona;HISTAMINO CORTEROID L;comp.x 10;Montpellier;$ 9139.89;40%;$ 5483.93
19994;loratadina+betametasona;HISTAMINO CORTEROID L;comp.x 20;Montpellier;$ 17283.97;40%;$ 10370.38
19995;loratadina+betametasona;HISTAMINO CORTEROID L;jbe.x 60 ml;Montpellier;$ 9059.57;40%;$ 5435.74
18542;loratadina+pseudoefedrina;ALERPRIV D;comp.x 10;Montpellier;$ 8490.18;40%;$ 5094.11
46079;loratadina+pseudoefedrina;ALERPRIV D;jbe.x 50 ml;Montpellier;$ 6021.36;40%;$ 3612.82
45229;metformina;DBI AP FORTE;1000 mg comp.rec.x 100;Montpellier;$ 39617.71;100%;$ 0
32396;metformina;DBI AP FORTE;1000 mg comp.rec.x 30;Montpellier;$ 13048.6;100%;$ 0
32397;metformina;DBI AP FORTE;1000 mg comp.rec.x 60;Montpellier;$ 23989.52;100%;$ 0
46082;metformina;DBI AP 500;500 mg comp.rec.AP x 100;Montpellier;$ 26263.28;100%;$ 0
46080;metformina;DBI AP 500;500 mg comp.rec.AP x 30;Montpellier;$ 8270.88;100%;$ 0
46081;metformina;DBI AP 500;500 mg comp.rec.AP x 60;Montpellier;$ 15752.24;100%;$ 0
10174;metformina;DBI METFORMINA;500 mg comp.x 100;Montpellier;$ 17461.97;100%;$ 0
10173;metformina;DBI METFORMINA;500 mg comp.x 30;Montpellier;$ 4819.58;100%;$ 0
31692;metformina;DBI METFORMINA;500 mg comp.x 60;Montpellier;$ 9603.96;100%;$ 0
12910;metformina;DBI AP METFORMINA;850 mg comp.rec.x 100;Montpellier;$ 32216.01;100%;$ 0
12909;metformina;DBI AP METFORMINA;850 mg comp.rec.x 30;Montpellier;$ 9857.66;100%;$ 0
30980;metformina;DBI AP METFORMINA;850 mg comp.rec.x 60;Montpellier;$ 19395.29;100%;$ 0
45428;metformina;DBI METFORMINA;sol.x 150 ml;Montpellier;$ 1026.08;100%;$ 0
45429;metformina;DBI METFORMINA;sol.x 500 ml;Montpellier;$ 2228.44;100%;$ 0
35782;metformina+glibenclamida;DBI DUO 500/2.5;500/2.5 mg comp.x 30;Montpellier;$ 8252.44;80%;$ 1650.49
35783;metformina+glibenclamida;DBI DUO 500/5;500/5 mg comp.x 30;Montpellier;$ 8785.64;80%;$ 1757.13
35784;metformina+glibenclamida;DBI DUO 500/5;500/5 mg comp.x 60;Montpellier;$ 15415.81;80%;$ 3083.16
46644;montelukast;ASMAVITAN;10 mg comp.rec.x 30;Montpellier;$ 33889.24;50%;$ 16944.62
46646;montelukast;ASMAVITAN;4 mg comp.mast.x 30;Montpellier;$ 31939.78;50%;$ 15969.89
46647;montelukast;ASMAVITAN;4 mg gran.sob.x 30;Montpellier;$ 31561.14;50%;$ 15780.57
46645;montelukast;ASMAVITAN;5 mg comp.mast.x 30;Montpellier;$ 32564.33;50%;$ 16282.17
59956;montelukast+levocetirizina;ALERVITAN;comp.rec.x 30;Montpellier;$ 29317.87;50%;$ 14658.94
51974;nebivolol;MOBAN;10 mg comp.x 30;Montpellier;$ 30099.17;50%;$ 15049.59
51973;nebivolol;MOBAN;5 mg comp.x 30;Montpellier;$ 16465.95;50%;$ 8232.98
20105;paracetamol+dipirona;DIOXADOL;sol.x 30 ml;Montpellier;$ 11759.38;40%;$ 7055.63
22971;paracetamol+pseudoefedrina+asoc.;REFRIANEX COMPUESTO;comp.rec.x 20;Montpellier;$ 7771.51;40%;$ 4662.91
5842;paracetamol+pseudoefedrina+asoc.;REFRIANEX;comp.x 20;Montpellier;$ 7361.72;40%;$ 4417.03
46084;paracetamol+pseudoefedrina+asoc.;REFRIANEX COMPUESTO;jbe.x 100 ml;Montpellier;$ 8352.17;40%;$ 5011.3
46083;paracetamol+pseudoefedrina+asoc.;REFRIANEX;jbe.x 100 ml;Montpellier;$ 8401.51;40%;$ 5040.91
5781;potasio,gluconato;KAON;elixir x 150 ml;Montpellier;$ 3990.96;50%;$ 1995.48
5782;potasio,gluconato;KAON;elixir x 500 ml;Montpellier;$ 10436.03;50%;$ 5218.02
5783;potasio,gluconato;KAON;pvo.sob.x 30;Montpellier;$ 11157.72;50%;$ 5578.86
48828;pregabalina;LUNEL;150 mg cáps.x 30;Montpellier;$ 51986.82;50%;$ 25993.41
48825;pregabalina;LUNEL;25 mg cáps.x 30;Montpellier;$ 10485.42;50%;$ 5242.71
48826;pregabalina;LUNEL;75 mg caps.x 15;Montpellier;$ 917.27;50%;$ 458.64
53729;pregabalina;LUNEL 75 PRACTIDOSIS;75 mg comp.birran.x 30;Montpellier;$ 32140.97;50%;$ 16070.49
48827;pregabalina;LUNEL;75 mg cáps.x 30;Montpellier;$ 31424.41;50%;$ 15712.21
46648;risedronato;RENTOP 150;150 mg comp.rec.x 1;Montpellier;$ 27882.06;50%;$ 13941.03
50304;risedronato;RENTOP 150;150 mg comp.rec.x 3;Montpellier;$ 62741.32;50%;$ 31370.66
57373;rosuvastatina;ROSUSTATIN;10 mg comp.x 30;Montpellier;$ 19695.87;50%;$ 9847.94
57374;rosuvastatina;ROSUSTATIN;10 mg comp.x 60;Montpellier;$ 38882.97;50%;$ 19441.49
57375;rosuvastatina;ROSUSTATIN;20 mg comp.x 30;Montpellier;$ 34901.52;50%;$ 17450.76
57372;rosuvastatina;ROSUSTATIN;5 mg comp.x 30;Montpellier;$ 12836.55;50%;$ 6418.28
5680;simeticona;CARBOGASOL FORTE;cáps.x 120 (60+60);Montpellier;$ 15906.93;50%;$ 7953.47
5682;simeticona;CARBOGASOL FORTE;cáps.x 40 (20+20);Montpellier;$ 6588.86;50%;$ 3294.43
5679;simeticona;CARBOGASOL;liq.x 30 ml;Montpellier;$ 3668.25;50%;$ 1834.13
27177;sodio,picosulfato;MODATON;gts.x 30 ml;Montpellier;$ 6879.42;50%;$ 3439.71
55725;tiotropio,bromuro;NUBIBRON;cáps.p/inh. x 30;Montpellier;$ 91781.88;50%;$ 45890.94
53733;tióctico,ác.;PRIOTIC;600 mg comp.x 30;Montpellier;$ 38845.44;50%;$ 19422.72
55084;tramadol+paracetamol;TAXAT;comp.x 10;Montpellier;$ 12072.26;40%;$ 7243.36
55085;tramadol+paracetamol;TAXAT;comp.x 20;Montpellier;$ 23792.9;40%;$ 14275.74
55086;tramadol+paracetamol;TAXAT;comp.x 30;Montpellier;$ 30466.38;40%;$ 18279.83
47776;valsartán;DIAPRESAN 160;160 mg comp.rec.x 15;Montpellier;$ 9910.59;60%;$ 3964.24
47777;valsartán;DIAPRESAN 160;160 mg comp.rec.x 30;Montpellier;$ 29170.1;60%;$ 11668.04
60421;valsartán;DIAPRESAN 320;320 mg comp.rec.x 30;Montpellier;$ 29504.12;60%;$ 11801.65
47774;valsartán;DIAPRESAN 80;80 mg comp.rec.x 15;Montpellier;$ 9672.63;60%;$ 3869.05
47775;valsartán;DIAPRESAN 80;80 mg comp.rec.x 30;Montpellier;$ 22575.21;60%;$ 9030.08
55210;valsartán+amlodipina;DIAPRESAN A;160/10 mg comp.rec.x 30;Montpellier;$ 29725.52;50%;$ 14862.76
55209;valsartán+amlodipina;DIAPRESAN A;160/5 mg comp.rec.x 30;Montpellier;$ 30718.2;50%;$ 15359.1
57370;valsartán+hidrocloroti.+amlodip.;DIAPRESAN TRIPLE;160/12.5/10 mg comp.x 30;Montpellier;$ 42732.82;50%;$ 21366.41
57371;valsartán+hidrocloroti.+amlodip.;DIAPRESAN TRIPLE;160/12.5/5 mg comp.x 30;Montpellier;$ 42732.82;50%;$ 21366.41
57369;valsartán+hidrocloroti.+amlodip.;DIAPRESAN TRIPLE;320/25/10 mg comp.x 30;Montpellier;$ 47624.59;50%;$ 23812.3
48543;valsartán+hidroclorotiazida;DIAPRESAN D;160/12.5 mg comp.rec.x30;Montpellier;$ 29235.19;50%;$ 14617.6
48544;valsartán+hidroclorotiazida;DIAPRESAN D;160/25 mg comp.rec.x30;Montpellier;$ 33876.84;50%;$ 16938.42
60422;valsartán+hidroclorotiazida;DIAPRESAN D;320/12.5 mg comp.rec.x30;Montpellier;$ 32009.26;50%;$ 16004.63
60423;valsartán+hidroclorotiazida;DIAPRESAN D;320/25 mg comp.rec.x30;Montpellier;$ 32228.99;50%;$ 16114.5
48542;valsartán+hidroclorotiazida;DIAPRESAN D;80/12.5 mg comp.rec.x 30;Montpellier;$ 22714.11;50%;$ 11357.06
53732;venlafaxina;MAXIBRAL XR;150 mg cáps.x 30;Montpellier;$ 31587.13;50%;$ 15793.57
53730;venlafaxina;MAXIBRAL XR;37.5 mg cáps.x 30;Montpellier;$ 22215.91;50%;$ 11107.96
53731;venlafaxina;MAXIBRAL XR;75 mg cáps.x 30;Montpellier;$ 23221.64;50%;$ 11610.82
43667;vildagliptin;ZOMARIST;50 mg comp.x 28;Montpellier;$ 34048.37;100%;$ 0
42615;vildagliptin;ZOMARIST;50 mg comp.x 56;Montpellier;$ 64956.05;100%;$ 0
43669;vildagliptin+metformina;ZOMARIST MET;50/1000 mg comp.x 30;Montpellier;$ 46223;100%;$ 0
42617;vildagliptin+metformina;ZOMARIST MET;50/1000 mg comp.x 60;Montpellier;$ 87384.26;100%;$ 0
50043;vildagliptin+metformina;ZOMARIST MET;50/500 mg comp.x 30;Montpellier;$ 39844.53;100%;$ 0
50042;vildagliptin+metformina;ZOMARIST MET;50/500 mg comp.x 60;Montpellier;$ 76015.43;100%;$ 0
43668;vildagliptin+metformina;ZOMARIST MET;50/850 mg comp.x 30;Montpellier;$ 39844.53;100%;$ 0
42616;vildagliptin+metformina;ZOMARIST MET;50/850 mg comp.x 60;Montpellier;$ 76015.43;100%;$ 0
3915;vit.b,complejo+asoc.;MEMOREX COMPUESTO;comp.x 20;Montpellier;$ 19662.87;40%;$ 11797.72
3917;vit.b,complejo+asoc.;MEMOREX COMPUESTO;comp.x 40;Montpellier;$ 33611.62;40%;$ 20166.97
5800;vit.b,complejo+asoc.;MEMOREX COMPUESTO;jbe.x 200 ml;Montpellier;$ 15854.7;40%;$ 9512.82
56301;vit.d3;OSTEODYN;cáps.x 1;Montpellier;$ 10570.93;40%;$ 6342.56
56302;vit.d3;OSTEODYN;cáps.x 2;Montpellier;$ 15477.11;40%;$ 9286.27
47512;vit.d3;OSTEODYN;sol.oral x 2 ml;Montpellier;$ 8612.26;40%;$ 5167.36
27042;amlodipina;ZUNDIC;10 mg comp.x 30;Nolter;$ 14785.12;60%;$ 5914.05
27041;amlodipina;ZUNDIC;5 mg comp.x 30;Nolter;$ 9166.91;60%;$ 3666.76
52314;cilostazol;ZOLPLAT;100 mg comp.x 30;Nolter;$ 25531.93;60%;$ 10212.77
52313;cilostazol;ZOLPLAT;50 mg comp.x 30;Nolter;$ 14438.45;60%;$ 5775.38
27593;cincocaína,clorh.+asoc.;PROCTYL;pda.x 10 g;Nolter;$ 7212.52;50%;$ 3606.26
24920;cincocaína,clorh.+asoc.;PROCTYL;pda.x 30 g;Nolter;$ 15481.97;50%;$ 7740.99
43720;lidocaína+hidrocortisona;PROCTYL HC;pda.x 10 g;Nolter;$ 8877.84;50%;$ 4438.92
43721;lidocaína+hidrocortisona;PROCTYL HC;pda.x 30 g;Nolter;$ 18175.46;50%;$ 9087.73
60979;olmesartán;OLTUX;20 mg comp.rec.x 30;Nolter;$ 28402.59;50%;$ 14201.3
60980;olmesartán;OLTUX;40 mg comp.rec.x 30;Nolter;$ 36847.13;50%;$ 18423.57
53222;rosuvastatina;ROSUFEN;10 mg comp.rec.x 30;Nolter;$ 22576.4;50%;$ 11288.2
53223;rosuvastatina;ROSUFEN;20 mg comp.rec.x 30;Nolter;$ 41598.46;50%;$ 20799.23
54822;rosuvastatina;ROSUFEN;40 mg comp.rec.x 30;Nolter;$ 61414.27;50%;$ 30707.14
53221;rosuvastatina;ROSUFEN;5 mg comp.rec.x 30;Nolter;$ 15074.57;50%;$ 7537.29
58457;rosuvastatina+ezetimibe;ROSUFEN DUO;10/10 mg comp. x 30;Nolter;$ 29649.09;50%;$ 14824.55
58458;rosuvastatina+ezetimibe;ROSUFEN DUO;20/10 mg comp. x 30;Nolter;$ 52279.79;50%;$ 26139.9
58456;rosuvastatina+ezetimibe;ROSUFEN DUO;5/10 mg comp. x 30;Nolter;$ 26366.9;50%;$ 13183.45
60835;sitagliptina;JALZER;100 mg comp.x 30;Nolter;$ 77847;100%;$ 0
60834;sitagliptina;JALZER;50 mg comp.x 30;Nolter;$ 72581.87;100%;$ 0
60838;sitagliptina+metformina,clorh.;JALZERMET;50/1000 mg comp.x 30;Nolter;$ 55754.69;100%;$ 0
60839;sitagliptina+metformina,clorh.;JALZERMET;50/1000 mg comp.x 60;Nolter;$ 109498.51;100%;$ 0
60836;sitagliptina+metformina,clorh.;JALZERMET;50/850 mg comp.x 30;Nolter;$ 49657.19;100%;$ 0
60837;sitagliptina+metformina,clorh.;JALZERMET;50/850 mg comp.x 60;Nolter;$ 101940.06;100%;$ 0
36543;diclofenac sódico;DICLOCALM;75 mg a.x 100 x 3 ml;Northia;$ 43333.43;40%;$ 26000.06
36502;gentamicina;PLURISEMINA;400 mg f.a.x 50 x 10 ml;Northia;$ 17261.09;60%;$ 6904.44
40692;amoxicilina+ambroxol;GRINSIL RESPIRATORIO NF;500 mg comp.rec.x 16;Nova Argentia;$ 548.9;50%;$ 274.45
14272;diclofenac+vit.b12+betametasona;VESALION B12;iny.x 6;Nova Argentia;$ 842.26;40%;$ 505.36
45310;prasugrel;TROCAL;10 mg comp.x 30;Nova Argentia;$ 586.88;50%;$ 293.44
43513;aliskiren;RASILEZ;150 mg comp.rec.x 28;Novartis;$ 891.88;50%;$ 445.94
43515;aliskiren;RASILEZ;300 mg comp.rec.x 28;Novartis;$ 891.88;50%;$ 445.94
17749;baclofeno;LIORESAL INTRATECAL;0.05 mg/1 ml iny.a.x 5;Novartis;$ 67916.07;50%;$ 33958.04
17748;baclofeno;LIORESAL INTRATECAL;10 mg/20 ml iny.a.x 1;Novartis;$ 181837.53;50%;$ 90918.77
25864;baclofeno;LIORESAL INTRATECAL;10 mg/5 ml iny.a.x 1;Novartis;$ 181837.53;50%;$ 90918.77
43963;baclofeno;LIORESAL;comp.x 60;Novartis;$ 23750.78;50%;$ 11875.39
23098;brinzolamida;AZOPT;1% susp.oft.x 5 ml;Novartis;$ 26608.68;60%;$ 10643.47
44772;brinzolamida+timolol;AZARGA;fco.x 5 ml;Novartis;$ 32727.03;50%;$ 16363.52
8119;calcitonina;CALCITONINA SANDOZ;100 UI a.x 5;Novartis;$ 1217.38;50%;$ 608.69
18948;calcitonina;CALCITONINA SANDOZ NASAL;100 UI spray x 2-28 ds.;Novartis;$ 2161.87;50%;$ 1080.94
8120;calcitonina;CALCITONINA SANDOZ MINOR;50 UI a.x 5;Novartis;$ 540.64;50%;$ 270.32
9414;carbamazepina;TEGRETOL;200 mg comp.x 60;Novartis;$ 29806.98;80%;$ 5961.4
9259;carbamazepina;TEGRETOL 400 LC;400 mg comp.x 30;Novartis;$ 41975.87;80%;$ 8395.17
629;carbamazepina;TEGRETOL 400 LC;400 mg comp.x 60;Novartis;$ 70633.35;80%;$ 14126.67
43335;carbamazepina;TEGRETOL;jbe.x 100 ml;Novartis;$ 7641.56;80%;$ 1528.31
14975;dexametasona+neomicina+asoc.;ISOPTOMAX;susp.oft.x 5 ml;Novartis;$ 11979.84;50%;$ 5989.92
14976;dexametasona+neomicina+asoc.;ISOPTOMAX;ung.oft.x 3.5 g;Novartis;$ 13273.47;50%;$ 6636.74
11935;fluorometolona;FLAREX;susp.oft.x 5 ml;Novartis;$ 22338.05;50%;$ 11169.03
28933;fluvastatina;LESCOL XL;80 mg comp.x 28;Novartis;$ 2042.83;50%;$ 1021.42
